Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Jurassic Park: The Game,X360,N/A,Action,Unknown,0-1,0-1,0-1,0-1,0-1,59-60,8-9,4.0,0-500,Telltale Games,T
Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0-1,0-1,0-1,0-1,0-1,,,,,,
The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Monster House,DS,2006,Adventure,THQ,0-1,0-1,0-1,0-1,0-1,61-62,13-14,,,Artificial Mind and Movement,E
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,67-68,3-4,7.0,0-500,Omega Force,T
Godzilla Unleashed,Wii,2007,Fighting,Atari,0-1,0-1,0-1,0-1,0-1,43-44,30-31,7.0,0-500,"Pipeworks Software, Inc.",E10+
AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0-1,0-1,0-1,0-1,0-1,,,,,Harmonix Music Systems,T
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
Ener-G Horse Riders,DS,2008,Sports,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,Lexis Numerique,E
He-Man: Power of Grayskull,GBA,2002,Action,TDK Mediactive,0-1,0-1,0-1,0-1,0-1,49-50,7-8,,,Taniko,E
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,0-1,0-1,0-1,0-1,0-1,61-62,23-24,7.0,0-500,Frogwares,T
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0-1,0-1,0-1,0-1,0-1,54-55,22-23,6.0,0-500,City Interactive,M
Rondo of Swords (US sales),DS,2007,Role-Playing,Success,0-1,0-1,0-1,0-1,0-1,,,,,,
Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,0-1,0-1,0-1,0-1,0-1,56-57,5-6,,,Vicarious Visions,E
Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0-1,0-1,0-1,0-1,0-1,,,,,,
Imagine: Music Fest,DS,2009,Simulation,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,Ubisoft,E
Mat Hoffman's Pro BMX 2,GBA,2002,Sports,Activision,0-1,0-1,0-1,0-1,0-1,81-82,4-5,,,HotGen,E
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0-1,0-1,0-1,0-1,0-1,58-59,37-38,7.0,0-500,Koei,M
Chaotic: Shadow Warriors,X360,2009,Action,Activision,0-1,0-1,0-1,0-1,0-1,59-60,3-4,5.0,0-500,FUN Labs,E10+
Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,62-63,4-5,,,Dimps Corporation,E
Winning Post 3,PS,1998,Racing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,,,,,,
Just Sing!,DS,2009,Misc,DTP Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Driven,PS2,2001,Racing,BAM! Entertainment,0-1,0-1,0-1,0-1,0-1,37-38,9-10,3.0,0-500,Bam Entertainment,T
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0-1,0-1,0-1,0-1,0-1,59-60,21-22,7.0,0-500,Ubisoft,T
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0-1,0-1,0-1,0-1,0-1,63-64,22-23,8.0,0-500,Kuju Entertainment,M
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,72-73,22-23,7.0,0-500,Visual Concepts,E10+
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0-1,0-1,0-1,0-1,0-1,79-80,7-8,8.0,0-500,Neverland,E10+
MTV Music Generator 2,PS2,2001,Misc,Codemasters,0-1,0-1,0-1,0-1,0-1,76-77,15-16,8.0,0-500,Jester Interactive,T
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0-1,0-1,0-1,0-1,0-1,54-55,23-24,7.0,0-500,"Compile Heart, GCREST",T
Ultimate Spider-Man,DS,2005,Action,Activision,0-1,0-1,0-1,0-1,0-1,77-78,16-17,8.0,0-500,Vicarious Visions,E10+
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0-1,0-1,0-1,0-1,0-1,88-89,23-24,8.0,0-500,Criterion Games,E
Paris-Dakar Rally,PS2,2001,Racing,Acclaim Entertainment,0-1,0-1,0-1,0-1,0-1,35-36,5-6,4.0,0-500,Broadsword Interactive,E
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,0-1,0-1,0-1,0-1,0-1,,,,,Now Production,E10+
MotionSports: Adrenaline,PS3,2011,Sports,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,,,Ubisoft Vancouver,E
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,73-74,37-38,8.0,0-500,Gust,T
Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,0-1,0-1,0-1,0-1,0-1,,,,,,
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0-1,0-1,0-1,0-1,0-1,73-74,33-34,6.0,0-500,Day 1 Studios,M
Chessmaster: The Art of Learning,DS,2007,Misc,Ubisoft,0-1,0-1,0-1,0-1,0-1,,,7.0,0-500,Ubisoft,E
My Baby 3 & Friends,DS,2010,Simulation,Majesco Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0-1,0-1,0-1,0-1,0-1,74-75,16-17,9.0,0-500,Avalanche Software,E
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0-1,0-1,0-1,0-1,0-1,76-77,47-48,8.0,0-500,Harmonix Music Systems,E10+
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Role-Playing,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Knockout Kings 2003,GC,2002,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,77-78,12-13,6.0,0-500,EA Sports,T
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,72-73,29-30,7.0,0-500,Hudson,E
NCAA Football 2004,GC,2003,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,88-89,15-16,8.0,0-500,EA Sports,E
XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,0-1,0-1,0-1,0-1,0-1,82-83,20-21,8.0,0-500,Acclaim,E
Digimon World 4,PS2,2005,Role-Playing,Atari,0-1,0-1,0-1,0-1,0-1,47-48,6-7,7.0,0-500,Bandai,E
Stormrise,X360,2009,Strategy,Sega,0-1,0-1,0-1,0-1,0-1,47-48,35-36,7.0,0-500,Creative Assembly,M
Scripps Spelling Bee,DS,2010,Simulation,THQ,0-1,0-1,0-1,0-1,0-1,,,,,THQ,E
Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,,,,,Visual Concepts,E
"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Pressure Cooker,2600,1982,Action,Activision,0-1,0-1,0-1,0-1,0-1,,,,,,
Home Run,2600,N/A,Sports,Atari,0-1,0-1,0-1,0-1,0-1,,,,,,
Klax,2600,1989,Puzzle,Atari,0-1,0-1,0-1,0-1,0-1,,,,,,
Saturn Bomberman,SAT,1996,Puzzle,Sega,0-1,0-1,0-1,0-1,0-1,,,,,,
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0-1,0-1,0-1,0-1,0-1,76-77,37-38,8.0,0-500,EA Redwood Shores,M
Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0-1,0-1,0-1,0-1,0-1,74-75,22-23,8.0,0-500,MachineGames,
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,0-1,0-1,0-1,0-1,0-1,,,,,,
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0-1,0-1,0-1,0-1,0-1,70-71,12-13,5.0,0-500,Inti Creates,E10+
American Chopper,XB,2004,Racing,Zoo Digital Publishing,0-1,0-1,0-1,0-1,0-1,43-44,5-6,6.0,0-500,Creat Studios,T
The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0-1,0-1,0-1,0-1,0-1,55-56,7-8,6.0,0-500,Ubisoft Montpellier,E10+
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0-1,0-1,0-1,0-1,0-1,64-65,20-21,8.0,0-500,Omega Force,T
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,0-1,0-1,0-1,0-1,0-1,,,,,,
Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0-1,0-1,0-1,0-1,0-1,77-78,54-55,8.0,0-500,Phantagram,M
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005,Misc,N/A,0-1,0-1,0-1,0-1,0-1,,,,,,
The Terminator: Dawn of Fate,XB,2002,Action,Atari,0-1,0-1,0-1,0-1,0-1,52-53,18-19,5.0,0-500,Paradigm Entertainment,T
Infected,PSP,2005,Shooter,THQ,0-1,0-1,0-1,0-1,0-1,73-74,48-49,8.0,0-500,Planet Moon Studios,M
Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,,
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,76-77,17-18,9.0,0-500,Gaijin Entertainment,T
Cars: Race-O-Rama,X360,2009,Racing,THQ,0-1,0-1,0-1,0-1,0-1,53-54,7-8,6.0,0-500,Incinerator Games,E
Scooby-Doo! Unmasked,GC,2005,Platform,THQ,0-1,0-1,0-1,0-1,0-1,,,,,,
Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0-1,0-1,0-1,0-1,0-1,,,,,,
Streak: Hoverboard Racing,PS,1998,Racing,GT Interactive,0-1,0-1,0-1,0-1,0-1,,,,,,
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0-1,0-1,0-1,0-1,0-1,80-81,30-31,6.0,0-500,EA Canada,E
Darksiders II,PC,2012,Action,Nordic Games,0-1,0-1,0-1,0-1,0-1,80-81,22-23,8.0,500-1000,Vigil Games,M
Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,0-1,0-1,0-1,0-1,0-1,69-70,42-43,8.0,0-500,Konami,E
DiRT 3,PC,2011,Racing,Codemasters,0-1,0-1,0-1,0-1,0-1,85-86,22-23,7.0,0-500,Codemasters,T
NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0-1,0-1,0-1,0-1,0-1,56-57,8-9,,,989 Sports,E
Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0-1,0-1,0-1,0-1,0-1,,,,,,
Get On Da Mic,PS2,2004,Misc,Eidos Interactive,0-1,0-1,0-1,0-1,0-1,48-49,28-29,6.0,0-500,Artificial Mind and Movement,T
Darksiders II,WiiU,2012,Action,THQ,0-1,0-1,0-1,0-1,0-1,84-85,35-36,8.0,0-500,Vigil Games,M
Gunslingers,Wii,2010,Shooter,Neko Entertainment,0-1,0-1,0-1,0-1,0-1,,,,,Neko Entertainment,T
Army Men: Sarge's War,GC,2004,Shooter,Global Star,0-1,0-1,0-1,0-1,0-1,55-56,10-11,7.0,0-500,3DO,T
